step 0, train : gen_loss is 0.47882, disc_loss is 2.49465,, cls_loss is 1.33935
step 270, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30792
step 280, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30791
step 290, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30791
step 300, train : gen_loss is 0.485198, disc_loss is 2.07944,, cls_loss is 1.30792
step 310, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30791
step 320, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30789
step 330, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 340, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 350, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 360, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 370, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 380, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30791
step 390, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30791
step 400, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 410, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 420, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 430, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 440, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30791
step 450, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 460, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30792
step 470, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 480, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30791
step 490, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30787
step 500, train : gen_loss is 0.485196, disc_loss is 2.07944,, cls_loss is 1.3079
step 510, train : gen_loss is 0.485201, disc_loss is 2.07945,, cls_loss is 1.30791
step 520, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 530, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30786
step 540, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 550, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 560, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30791
step 570, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 580, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 590, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 600, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 610, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 620, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30786
step 630, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30791
step 640, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 650, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30785
step 660, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30786
step 670, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 680, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30787
step 690, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30791
step 700, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 710, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 720, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 730, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30784
step 740, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30789
step 750, train : gen_loss is 0.485201, disc_loss is 2.07945,, cls_loss is 1.30788
step 760, train : gen_loss is 0.485196, disc_loss is 2.07944,, cls_loss is 1.30782
step 770, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3078
step 780, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30786
step 790, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30782
step 800, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30785
step 810, train : gen_loss is 0.485201, disc_loss is 2.07942,, cls_loss is 1.30785
step 820, train : gen_loss is 0.485201, disc_loss is 2.07949,, cls_loss is 1.30793
step 830, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30791
step 840, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30782
step 850, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 860, train : gen_loss is 0.485198, disc_loss is 2.07943,, cls_loss is 1.30808
step 870, train : gen_loss is 0.485186, disc_loss is 2.07944,, cls_loss is 1.3079
step 880, train : gen_loss is 0.485197, disc_loss is 2.07944,, cls_loss is 1.30787
step 890, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30795
step 900, train : gen_loss is 0.485201, disc_loss is 2.07954,, cls_loss is 1.3079
step 910, train : gen_loss is 0.485195, disc_loss is 2.07946,, cls_loss is 1.30792
step 920, train : gen_loss is 0.485198, disc_loss is 2.07944,, cls_loss is 1.30794
step 930, train : gen_loss is 0.485201, disc_loss is 2.07945,, cls_loss is 1.30794
step 940, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30784
step 950, train : gen_loss is 0.485197, disc_loss is 2.07944,, cls_loss is 1.30789
step 960, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30789
step 970, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30786
step 980, train : gen_loss is 0.485194, disc_loss is 2.07944,, cls_loss is 1.30788
step 990, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30784
test dataset : gen_loss is 0.485204, disc_loss is 2.07945, cls_loss is 1.30827
