step 0, train : gen_loss is 0.668982, disc_loss is 2.4726,, cls_loss is 2.72475
step 480, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69299
step 490, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69419
step 500, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69473
step 510, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69377
step 520, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.69327
step 530, train : gen_loss is 0.693145, disc_loss is 2.07945,, cls_loss is 2.69309
step 540, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69307
step 550, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69315
step 560, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69317
step 570, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69307
step 580, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.69301
step 590, train : gen_loss is 0.693139, disc_loss is 2.07944,, cls_loss is 2.69304
step 600, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69309
step 610, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69302
step 620, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.693
step 630, train : gen_loss is 0.693142, disc_loss is 2.07945,, cls_loss is 2.69299
step 640, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69302
step 650, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.69302
step 660, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69299
step 670, train : gen_loss is 0.69314, disc_loss is 2.07944,, cls_loss is 2.69299
step 680, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69321
step 690, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69413
step 700, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69361
step 710, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69322
step 720, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69306
step 730, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69301
step 740, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69299
step 750, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69298
step 760, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 770, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69299
step 780, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69299
step 790, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69298
step 800, train : gen_loss is 0.693138, disc_loss is 2.07944,, cls_loss is 2.693
step 810, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69317
step 820, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69306
step 830, train : gen_loss is 0.693113, disc_loss is 2.07948,, cls_loss is 2.69383
step 840, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69477
step 850, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69591
step 860, train : gen_loss is 0.69313, disc_loss is 2.07944,, cls_loss is 2.69474
step 870, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.6936
step 880, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69356
step 890, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69337
step 900, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69308
step 910, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69302
step 920, train : gen_loss is 0.693145, disc_loss is 2.07945,, cls_loss is 2.69301
step 930, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69293
step 940, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69304
step 950, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69302
step 960, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69303
step 970, train : gen_loss is 0.693139, disc_loss is 2.07945,, cls_loss is 2.693
step 980, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69299
step 990, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69299
test dataset : gen_loss is 0.693065, disc_loss is 2.07957, cls_loss is 2.69369
