step 0, train : gen_loss is 0.679063, disc_loss is 2.53254,, cls_loss is 2.73685
step 880, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.693
step 890, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69302
step 900, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69308
step 910, train : gen_loss is 0.693144, disc_loss is 2.07946,, cls_loss is 2.69311
step 920, train : gen_loss is 0.693107, disc_loss is 2.07944,, cls_loss is 2.69309
step 930, train : gen_loss is 0.693143, disc_loss is 2.07947,, cls_loss is 2.69302
step 940, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69299
step 950, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69299
step 960, train : gen_loss is 0.693142, disc_loss is 2.07943,, cls_loss is 2.693
step 970, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.693
step 980, train : gen_loss is 0.693139, disc_loss is 2.07944,, cls_loss is 2.69299
step 990, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69302
test dataset : gen_loss is 0.693149, disc_loss is 2.07945, cls_loss is 2.69374
