step 0, train : gen_loss is 0.471879, disc_loss is 2.61153,, cls_loss is 1.33811
step 490, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 500, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30792
step 510, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 520, train : gen_loss is 0.485195, disc_loss is 2.07945,, cls_loss is 1.30788
step 530, train : gen_loss is 0.485199, disc_loss is 2.0794,, cls_loss is 1.30791
step 540, train : gen_loss is 0.485199, disc_loss is 2.07944,, cls_loss is 1.30787
step 550, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30784
step 560, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30791
step 570, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 580, train : gen_loss is 0.485199, disc_loss is 2.07944,, cls_loss is 1.30788
step 590, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30787
step 600, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 610, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30791
step 620, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 630, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30786
step 640, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 650, train : gen_loss is 0.4852, disc_loss is 2.07944,, cls_loss is 1.30785
step 660, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 670, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30791
step 680, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 690, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30786
step 700, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 710, train : gen_loss is 0.485201, disc_loss is 2.07945,, cls_loss is 1.30783
step 720, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 730, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 740, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30784
step 750, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30786
step 760, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 770, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 780, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 790, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 800, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 810, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 820, train : gen_loss is 0.485195, disc_loss is 2.07944,, cls_loss is 1.30788
step 830, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 840, train : gen_loss is 0.485201, disc_loss is 2.07945,, cls_loss is 1.30785
step 850, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30783
step 860, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30783
step 870, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 880, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30782
step 890, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30783
step 900, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 910, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 920, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30784
step 930, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30784
step 940, train : gen_loss is 0.485201, disc_loss is 2.07945,, cls_loss is 1.30786
step 950, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 960, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30786
step 970, train : gen_loss is 0.485201, disc_loss is 2.07945,, cls_loss is 1.30783
step 980, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 990, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
test dataset : gen_loss is 0.485204, disc_loss is 2.07945, cls_loss is 1.3083
