step 0, train : gen_loss is 0.675251, disc_loss is 2.59036,, cls_loss is 2.74945
step 800, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69301
step 810, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69296
step 820, train : gen_loss is 0.693135, disc_loss is 2.07944,, cls_loss is 2.69299
step 830, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69299
step 840, train : gen_loss is 0.693122, disc_loss is 2.07944,, cls_loss is 2.69299
step 850, train : gen_loss is 0.693133, disc_loss is 2.07943,, cls_loss is 2.69302
step 860, train : gen_loss is 0.693096, disc_loss is 2.0795,, cls_loss is 2.69525
step 870, train : gen_loss is 0.693144, disc_loss is 2.07946,, cls_loss is 2.69356
step 880, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.6932
step 890, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69307
step 900, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69302
step 910, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69304
step 920, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69299
step 930, train : gen_loss is 0.69314, disc_loss is 2.07948,, cls_loss is 2.69324
step 940, train : gen_loss is 0.693113, disc_loss is 2.07939,, cls_loss is 2.69343
step 950, train : gen_loss is 0.693094, disc_loss is 2.07941,, cls_loss is 2.69345
step 960, train : gen_loss is 0.693143, disc_loss is 2.07955,, cls_loss is 2.69436
step 970, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69397
step 980, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.6933
step 990, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69308
test dataset : gen_loss is 0.693149, disc_loss is 2.07945, cls_loss is 2.69375
