step 0, train : gen_loss is 0.468927, disc_loss is 2.29919,, cls_loss is 1.32502
step 480, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 490, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 500, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 510, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 520, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 530, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30896
step 540, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30842
step 550, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30798
step 560, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.3079
step 570, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 580, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 590, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 600, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 610, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 620, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 630, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 640, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 650, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 660, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 670, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 680, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 690, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 700, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 710, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 720, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 730, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 740, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 750, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 760, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 770, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 780, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 790, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 800, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 810, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 820, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 830, train : gen_loss is 0.485201, disc_loss is 2.07945,, cls_loss is 1.30787
step 840, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 850, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 860, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30789
step 870, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 880, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30788
step 890, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 900, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 910, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 920, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 930, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 940, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 950, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 960, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 970, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 980, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
step 990, train : gen_loss is 0.485201, disc_loss is 2.07944,, cls_loss is 1.30787
test dataset : gen_loss is 0.485204, disc_loss is 2.07945, cls_loss is 1.30827
