step 0, train : gen_loss is 0.682233, disc_loss is 2.47842,, cls_loss is 2.75983
step 530, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69308
step 540, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69307
step 550, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69307
step 560, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69306
step 570, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69305
step 580, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69303
step 590, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69305
step 600, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69303
step 610, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69304
step 620, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69304
step 630, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69303
step 640, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69304
step 650, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69304
step 660, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69304
step 670, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69304
step 680, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69304
step 690, train : gen_loss is 0.693135, disc_loss is 2.07944,, cls_loss is 2.69303
step 700, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69304
step 710, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69303
step 720, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69303
step 730, train : gen_loss is 0.693142, disc_loss is 2.07944,, cls_loss is 2.69306
step 740, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69306
step 750, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69302
step 760, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69305
step 770, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69303
step 780, train : gen_loss is 0.693142, disc_loss is 2.07944,, cls_loss is 2.69301
step 790, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69304
step 800, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69302
step 810, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69305
step 820, train : gen_loss is 0.693141, disc_loss is 2.07945,, cls_loss is 2.69335
step 830, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69317
step 840, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69307
step 850, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69303
step 860, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69302
step 870, train : gen_loss is 0.693142, disc_loss is 2.07945,, cls_loss is 2.69301
step 880, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69301
step 890, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.693
step 900, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69302
step 910, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.693
step 920, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69302
step 930, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69302
step 940, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.693
step 950, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.693
step 960, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69303
step 970, train : gen_loss is 0.693128, disc_loss is 2.07944,, cls_loss is 2.69299
step 980, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69301
step 990, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69301
test dataset : gen_loss is 0.693149, disc_loss is 2.07945, cls_loss is 2.69371
