step 0, train : gen_loss is 0.68236, disc_loss is 2.46087,, cls_loss is 2.73849
step 640, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 650, train : gen_loss is 0.693142, disc_loss is 2.07944,, cls_loss is 2.69298
step 660, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69299
step 670, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 680, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 690, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 700, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.693
step 710, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69299
step 720, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 730, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 740, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 750, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69299
step 760, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69299
step 770, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 780, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 790, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 800, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 810, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 820, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 830, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69299
step 840, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69299
step 850, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69298
step 860, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 870, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 880, train : gen_loss is 0.693144, disc_loss is 2.07945,, cls_loss is 2.69298
step 890, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 900, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69299
step 910, train : gen_loss is 0.693143, disc_loss is 2.07944,, cls_loss is 2.69298
step 920, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 930, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 940, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 950, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 960, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 970, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 980, train : gen_loss is 0.693144, disc_loss is 2.07944,, cls_loss is 2.69298
step 990, train : gen_loss is 0.693145, disc_loss is 2.07944,, cls_loss is 2.69298
test dataset : gen_loss is 0.693149, disc_loss is 2.07945, cls_loss is 2.69369
